Platform,Region,Instance,On.Demand_Hour,No.UP.1Y_Month,Part.UP.1Y_UP,Part.UP.1Y_Month,All.UP.1Y_UP,Part.UP.3Y_UP,Part.UP.3Y_Month,All.UP.3Y_UP
Linux,EU (Ireland),m1.large,$0.190 per Hour,99.28,493,46.72,1032,750,37.23,1964
SLES,EU (Ireland),hi1.4xlarge,$3.100 per Hour,1239.54,7280,453.33,12465,10960,351.86,22209
RHEL,EU (Ireland),hi1.4xlarge,$3.100 per Hour,1239.54,7280,453.33,12465,10960,351.86,22209
Windows with SQL Standard,EU (Ireland),hi1.4xlarge,$3.100 per Hour,1239.54,7280,453.33,12465,10960,351.86,22209
Linux,EU (Ireland),cc2.8xlarge,$2.250 per Hour,1008.13,5000,445.3,10136,7670,445.3,22278
Linux,South America (Sao Paulo),c1.medium,$0.179 per Hour,94.9,586,32.85,960,977,32.12,2005
Windows with SQL Standard,South America (Sao Paulo),m1.large,$0.233 per Hour,99.28,609,33.58,991,1015,34.31,2115
Windows,South America (Sao Paulo),m1.small,$0.058 per Hour,24.82,152,8.76,251,253,8.76,534
Linux,South America (Sao Paulo),m2.4xlarge,$1.291 per Hour,376.68,2333,129.94,3814,3889,132.13,8126
SLES,South America (Sao Paulo),m1.medium,$0.117 per Hour,49.64,304,16.79,495,507,16.79,1044
Linux,South America (Sao Paulo),m1.small,$0.058 per Hour,24.82,152,8.76,251,253,8.76,534
Windows,South America (Sao Paulo),c1.xlarge,$0.718 per Hour,379.6,2344,129.94,3825,3906,128.48,8019
SLES,South America (Sao Paulo),m1.xlarge,$0.467 per Hour,198.56,1217,67.89,1991,2029,68.62,4229
Windows with SQL Standard,South America (Sao Paulo),m1.xlarge,$0.467 per Hour,198.56,1217,67.89,1991,2029,68.62,4229
RHEL,South America (Sao Paulo),m2.4xlarge,$1.291 per Hour,376.68,2333,129.94,3814,3889,132.13,8126
Windows,South America (Sao Paulo),m1.xlarge,$0.467 per Hour,198.56,1217,67.89,1991,2029,68.62,4229
Windows with SQL Web,South America (Sao Paulo),m1.medium,$0.117 per Hour,49.64,304,16.79,495,507,16.79,1044
Windows with SQL Web,South America (Sao Paulo),c1.medium,$0.179 per Hour,94.9,586,32.85,960,977,32.12,2005
Windows,South America (Sao Paulo),m1.medium,$0.117 per Hour,49.64,304,16.79,495,507,16.79,1044
Windows with SQL Web,South America (Sao Paulo),t1.micro,$0.027 per Hour,13.87,84,5.11,142,135,5.11,299
Windows,South America (Sao Paulo),m2.2xlarge,$0.645 per Hour,188.34,1166,64.97,1906,1944,66.43,4075
Windows,South America (Sao Paulo),m2.xlarge,$0.323 per Hour,94.17,583,32.12,949,972,32.85,2025
Windows,South America (Sao Paulo),m2.4xlarge,$1.291 per Hour,376.68,2333,129.94,3814,3889,132.13,8126
Windows,South America (Sao Paulo),t1.micro,$0.027 per Hour,13.87,84,5.11,142,135,5.11,299
SLES,South America (Sao Paulo),t1.micro,$0.027 per Hour,13.87,84,5.11,142,135,5.11,299
Windows with SQL Standard,South America (Sao Paulo),m2.xlarge,$0.323 per Hour,94.17,583,32.12,949,972,32.85,2025
Windows with SQL Web,South America (Sao Paulo),m1.xlarge,$0.467 per Hour,198.56,1217,67.89,1991,2029,68.62,4229
RHEL,South America (Sao Paulo),m1.small,$0.058 per Hour,24.82,152,8.76,251,253,8.76,534
SLES,South America (Sao Paulo),m2.4xlarge,$1.291 per Hour,376.68,2333,129.94,3814,3889,132.13,8126
Windows with SQL Standard,South America (Sao Paulo),m2.4xlarge,$1.291 per Hour,376.68,2333,129.94,3814,3889,132.13,8126
RHEL,South America (Sao Paulo),c1.medium,$0.179 per Hour,94.9,586,32.85,960,977,32.12,2005
Windows,South America (Sao Paulo),m1.large,$0.233 per Hour,99.28,609,33.58,991,1015,34.31,2115
SLES,South America (Sao Paulo),m2.xlarge,$0.323 per Hour,94.17,583,32.12,949,972,32.85,2025
SLES,South America (Sao Paulo),m2.2xlarge,$0.645 per Hour,188.34,1166,64.97,1906,1944,66.43,4075
Windows with SQL Standard,South America (Sao Paulo),m1.medium,$0.117 per Hour,49.64,304,16.79,495,507,16.79,1044
Windows with SQL Standard,South America (Sao Paulo),m2.2xlarge,$0.645 per Hour,188.34,1166,64.97,1906,1944,66.43,4075
RHEL,South America (Sao Paulo),m2.xlarge,$0.323 per Hour,94.17,583,32.12,949,972,32.85,2025
Windows with SQL Standard,South America (Sao Paulo),m1.small,$0.058 per Hour,24.82,152,8.76,251,253,8.76,534
SLES,South America (Sao Paulo),m1.large,$0.233 per Hour,99.28,609,33.58,991,1015,34.31,2115
Windows with SQL Web,South America (Sao Paulo),m2.2xlarge,$0.645 per Hour,188.34,1166,64.97,1906,1944,66.43,4075
RHEL,South America (Sao Paulo),m1.medium,$0.117 per Hour,49.64,304,16.79,495,507,16.79,1044
RHEL,South America (Sao Paulo),m1.xlarge,$0.467 per Hour,198.56,1217,67.89,1991,2029,68.62,4229
SLES,South America (Sao Paulo),c1.xlarge,$0.718 per Hour,379.6,2344,129.94,3825,3906,128.48,8019
RHEL,South America (Sao Paulo),c1.xlarge,$0.718 per Hour,379.6,2344,129.94,3825,3906,128.48,8019
RHEL,South America (Sao Paulo),t1.micro,$0.027 per Hour,13.87,84,5.11,142,135,5.11,299
Linux,South America (Sao Paulo),m2.2xlarge,$0.645 per Hour,188.34,1166,64.97,1906,1944,66.43,4075
Windows with SQL Web,South America (Sao Paulo),m2.4xlarge,$1.291 per Hour,376.68,2333,129.94,3814,3889,132.13,8126
Windows,South America (Sao Paulo),c1.medium,$0.179 per Hour,94.9,586,32.85,960,977,32.12,2005
Linux,South America (Sao Paulo),c1.xlarge,$0.718 per Hour,379.6,2344,129.94,3825,3906,128.48,8019
SLES,South America (Sao Paulo),c1.medium,$0.179 per Hour,94.9,586,32.85,960,977,32.12,2005
Windows with SQL Web,South America (Sao Paulo),m1.small,$0.058 per Hour,24.82,152,8.76,251,253,8.76,534
Windows with SQL Web,South America (Sao Paulo),c1.xlarge,$0.718 per Hour,379.6,2344,129.94,3825,3906,128.48,8019
RHEL,South America (Sao Paulo),m2.2xlarge,$0.645 per Hour,188.34,1166,64.97,1906,1944,66.43,4075
Linux,South America (Sao Paulo),m1.medium,$0.117 per Hour,49.64,304,16.79,495,507,16.79,1044
Linux,South America (Sao Paulo),t1.micro,$0.027 per Hour,13.87,84,5.11,142,135,5.11,299
RHEL,South America (Sao Paulo),m1.large,$0.233 per Hour,99.28,609,33.58,991,1015,34.31,2115
Windows with SQL Standard,South America (Sao Paulo),c1.medium,$0.179 per Hour,94.9,586,32.85,960,977,32.12,2005
Windows with SQL Web,South America (Sao Paulo),m1.large,$0.233 per Hour,99.28,609,33.58,991,1015,34.31,2115
Linux,South America (Sao Paulo),m2.xlarge,$0.323 per Hour,94.17,583,32.12,949,972,32.85,2025
Linux,South America (Sao Paulo),m1.xlarge,$0.467 per Hour,198.56,1217,67.89,1991,2029,68.62,4229
SLES,South America (Sao Paulo),m1.small,$0.058 per Hour,24.82,152,8.76,251,253,8.76,534
Linux,South America (Sao Paulo),m1.large,$0.233 per Hour,99.28,609,33.58,991,1015,34.31,2115
Windows with SQL Standard,South America (Sao Paulo),t1.micro,$0.027 per Hour,13.87,84,5.11,142,135,5.11,299
Windows with SQL Web,South America (Sao Paulo),m2.xlarge,$0.323 per Hour,94.17,583,32.12,949,972,32.85,2025
Windows with SQL Standard,South America (Sao Paulo),c1.xlarge,$0.718 per Hour,379.6,2344,129.94,3825,3906,128.48,8019
Windows with SQL Web,US East (N. Virginia),cr1.8xlarge,$3.500 per Hour,1232.97,7220,452.6,12398,10880,357.7,22331
Linux,US East (N. Virginia),c1.xlarge,$0.520 per Hour,265.72,1620,94.9,2703,2524,81.76,5139
Windows with SQL Web,US East (N. Virginia),m2.xlarge,$0.245 per Hour,81.03,473,29.93,815,719,23.36,1466
SLES,US East (N. Virginia),c1.xlarge,$0.520 per Hour,265.72,1620,94.9,2703,2524,81.76,5139
Linux,US East (N. Virginia),hi1.4xlarge,$3.100 per Hour,1239.54,7280,453.33,12465,10960,351.86,22209
Linux,US East (N. Virginia),m2.2xlarge,$0.490 per Hour,162.06,947,59.86,1632,1438,46.72,2932
Windows,US East (N. Virginia),cr1.8xlarge,$3.500 per Hour,1232.97,7220,452.6,12398,10880,357.7,22331
Windows with SQL Web,US East (N. Virginia),c1.xlarge,$0.520 per Hour,265.72,1620,94.9,2703,2524,81.76,5139
Windows with SQL Web,US East (N. Virginia),m1.large,$0.175 per Hour,81.76,493,29.93,835,750,24.82,1544
Windows with SQL Web,US East (N. Virginia),m1.small,$0.044 per Hour,20.44,123,7.3,206,188,6.57,399
Linux,US East (N. Virginia),m1.xlarge,$0.350 per Hour,163.52,987,59.86,1671,1501,48.91,3066
Linux,US East (N. Virginia),m2.4xlarge,$0.980 per Hour,324.12,1894,118.99,3255,2875,92.71,5839
Windows with SQL Web,US East (N. Virginia),cc2.8xlarge,$2.000 per Hour,795.7,5000,263.53,7999,7670,263.53,16127
Linux,US East (N. Virginia),m1.small,$0.044 per Hour,20.44,123,7.3,206,188,6.57,399
Windows with SQL Web,US East (N. Virginia),m1.xlarge,$0.350 per Hour,163.52,987,59.86,1671,1501,48.91,3066
Windows,US East (N. Virginia),m2.4xlarge,$0.980 per Hour,324.12,1894,118.99,3255,2875,92.71,5839
Linux,US East (N. Virginia),t1.micro,$0.020 per Hour,10.22,62,3.65,103,100,3.65,217
Windows with SQL Standard,US East (N. Virginia),m1.xlarge,$0.350 per Hour,163.52,987,59.86,1671,1501,48.91,3066
Windows with SQL Standard,US East (N. Virginia),m1.medium,$0.087 per Hour,40.88,247,14.6,413,375,12.41,772
Windows with SQL Web,US East (N. Virginia),m1.medium,$0.087 per Hour,40.88,247,14.6,413,375,12.41,772
RHEL,US East (N. Virginia),cc2.8xlarge,$2.000 per Hour,795.7,5000,263.53,7999,7670,263.53,16127
SLES,US East (N. Virginia),m1.xlarge,$0.350 per Hour,163.52,987,59.86,1671,1501,48.91,3066
RHEL,US East (N. Virginia),m2.xlarge,$0.245 per Hour,81.03,473,29.93,815,719,23.36,1466
Windows with SQL Standard,US East (N. Virginia),m1.small,$0.044 per Hour,20.44,123,7.3,206,188,6.57,399
SLES,US East (N. Virginia),m2.2xlarge,$0.490 per Hour,162.06,947,59.86,1632,1438,46.72,2932
Windows with SQL Standard,US East (N. Virginia),m2.2xlarge,$0.490 per Hour,162.06,947,59.86,1632,1438,46.72,2932
SLES,US East (N. Virginia),m1.medium,$0.087 per Hour,40.88,247,14.6,413,375,12.41,772
Windows with SQL Standard,US East (N. Virginia),cr1.8xlarge,$3.500 per Hour,1232.97,7220,452.6,12398,10880,357.7,22331
Windows,US East (N. Virginia),t1.micro,$0.020 per Hour,10.22,62,3.65,103,100,3.65,217
RHEL,US East (N. Virginia),c1.xlarge,$0.520 per Hour,265.72,1620,94.9,2703,2524,81.76,5139
Windows with SQL Standard,US East (N. Virginia),c1.medium,$0.130 per Hour,66.43,405,23.36,671,631,20.44,1284
RHEL,US East (N. Virginia),m1.large,$0.175 per Hour,81.76,493,29.93,835,750,24.82,1544
Windows,US East (N. Virginia),m1.medium,$0.087 per Hour,40.88,247,14.6,413,375,12.41,772
Windows with SQL Web,US East (N. Virginia),m2.4xlarge,$0.980 per Hour,324.12,1894,118.99,3255,2875,92.71,5839
Linux,US East (N. Virginia),cc2.8xlarge,$2.000 per Hour,795.7,5000,263.53,7999,7670,263.53,16127
RHEL,US East (N. Virginia),m2.4xlarge,$0.980 per Hour,324.12,1894,118.99,3255,2875,92.71,5839
SLES,US East (N. Virginia),m1.small,$0.044 per Hour,20.44,123,7.3,206,188,6.57,399
Windows with SQL Standard,US East (N. Virginia),m1.large,$0.175 per Hour,81.76,493,29.93,835,750,24.82,1544
SLES,US East (N. Virginia),m1.large,$0.175 per Hour,81.76,493,29.93,835,750,24.82,1544
Windows,US East (N. Virginia),m2.2xlarge,$0.490 per Hour,162.06,947,59.86,1632,1438,46.72,2932
RHEL,US East (N. Virginia),hi1.4xlarge,$3.100 per Hour,1239.54,7280,453.33,12465,10960,351.86,22209
RHEL,US East (N. Virginia),m2.2xlarge,$0.490 per Hour,162.06,947,59.86,1632,1438,46.72,2932
Windows with SQL Web,US East (N. Virginia),c1.medium,$0.130 per Hour,66.43,405,23.36,671,631,20.44,1284
Windows with SQL Standard,US East (N. Virginia),m2.xlarge,$0.245 per Hour,81.03,473,29.93,815,719,23.36,1466
Windows with SQL Standard,US East (N. Virginia),hi1.4xlarge,$3.100 per Hour,1239.54,7280,453.33,12465,10960,351.86,22209
SLES,US East (N. Virginia),cr1.8xlarge,$3.500 per Hour,1232.97,7220,452.6,12398,10880,357.7,22331
SLES,US East (N. Virginia),cc2.8xlarge,$2.000 per Hour,795.7,5000,263.53,7999,7670,263.53,16127
Windows with SQL Standard,US East (N. Virginia),c1.xlarge,$0.520 per Hour,265.72,1620,94.9,2703,2524,81.76,5139
Windows with SQL Web,US East (N. Virginia),m2.2xlarge,$0.490 per Hour,162.06,947,59.86,1632,1438,46.72,2932
RHEL,US East (N. Virginia),m1.xlarge,$0.350 per Hour,163.52,987,59.86,1671,1501,48.91,3066
RHEL,US East (N. Virginia),m1.medium,$0.087 per Hour,40.88,247,14.6,413,375,12.41,772
Windows with SQL Standard,US East (N. Virginia),t1.micro,$0.020 per Hour,10.22,62,3.65,103,100,3.65,217
Windows,US East (N. Virginia),m1.xlarge,$0.350 per Hour,163.52,987,59.86,1671,1501,48.91,3066
Windows with SQL Standard,US East (N. Virginia),m2.4xlarge,$0.980 per Hour,324.12,1894,118.99,3255,2875,92.71,5839
Linux,US East (N. Virginia),m2.xlarge,$0.245 per Hour,81.03,473,29.93,815,719,23.36,1466
RHEL,US East (N. Virginia),m1.small,$0.044 per Hour,20.44,123,7.3,206,188,6.57,399
Windows with SQL Web,US East (N. Virginia),hi1.4xlarge,$3.100 per Hour,1239.54,7280,453.33,12465,10960,351.86,22209
Windows,US East (N. Virginia),c1.xlarge,$0.520 per Hour,265.72,1620,94.9,2703,2524,81.76,5139
Windows,US East (N. Virginia),c1.medium,$0.130 per Hour,66.43,405,23.36,671,631,20.44,1284
SLES,US East (N. Virginia),t1.micro,$0.020 per Hour,10.22,62,3.65,103,100,3.65,217
SLES,US East (N. Virginia),c1.medium,$0.130 per Hour,66.43,405,23.36,671,631,20.44,1284
RHEL,US East (N. Virginia),cr1.8xlarge,$3.500 per Hour,1232.97,7220,452.6,12398,10880,357.7,22331
Windows,US East (N. Virginia),cc2.8xlarge,$2.000 per Hour,795.7,5000,263.53,7999,7670,263.53,16127
RHEL,US East (N. Virginia),t1.micro,$0.020 per Hour,10.22,62,3.65,103,100,3.65,217
Linux,US East (N. Virginia),cr1.8xlarge,$3.500 per Hour,1232.97,7220,452.6,12398,10880,357.7,22331
Windows,US East (N. Virginia),m2.xlarge,$0.245 per Hour,81.03,473,29.93,815,719,23.36,1466
Linux,US East (N. Virginia),m1.medium,$0.087 per Hour,40.88,247,14.6,413,375,12.41,772
SLES,US East (N. Virginia),hi1.4xlarge,$3.100 per Hour,1239.54,7280,453.33,12465,10960,351.86,22209
RHEL,US East (N. Virginia),c1.medium,$0.130 per Hour,66.43,405,23.36,671,631,20.44,1284
Windows with SQL Web,US East (N. Virginia),t1.micro,$0.020 per Hour,10.22,62,3.65,103,100,3.65,217
Windows,US East (N. Virginia),m1.small,$0.044 per Hour,20.44,123,7.3,206,188,6.57,399
Linux,US East (N. Virginia),c1.medium,$0.130 per Hour,66.43,405,23.36,671,631,20.44,1284
Windows with SQL Standard,US East (N. Virginia),cc2.8xlarge,$2.000 per Hour,795.7,5000,263.53,7999,7670,263.53,16127
Linux,US East (N. Virginia),m1.large,$0.175 per Hour,81.76,493,29.93,835,750,24.82,1544
Windows,US East (N. Virginia),hi1.4xlarge,$3.100 per Hour,1239.54,7280,453.33,12465,10960,351.86,22209
Windows,US East (N. Virginia),m1.large,$0.175 per Hour,81.76,493,29.93,835,750,24.82,1544
SLES,US East (N. Virginia),m2.4xlarge,$0.980 per Hour,324.12,1894,118.99,3255,2875,92.71,5839
SLES,US East (N. Virginia),m2.xlarge,$0.245 per Hour,81.03,473,29.93,815,719,23.36,1466
SLES,US West (Northern California),t1.micro,$0.025 per Hour,12.41,62,5.84,129,100,5.84,291
Windows with SQL Standard,US West (Northern California),m2.2xlarge,$0.550 per Hour,195.64,947,89.06,1975,1438,71.54,3772
Windows with SQL Standard,US West (Northern California),m1.xlarge,$0.379 per Hour,198.56,987,92.71,2057,1501,74.46,3930
Windows,US West (Northern California),m1.medium,$0.095 per Hour,49.64,247,23.36,516,375,18.98,994
RHEL,US West (Northern California),c1.medium,$0.148 per Hour,81.03,405,37.23,834,631,32.12,1680
Linux,US West (Northern California),m1.small,$0.047 per Hour,24.82,123,11.68,257,188,9.49,497
SLES,US West (Northern California),m1.xlarge,$0.379 per Hour,198.56,987,92.71,2057,1501,74.46,3930
Linux,US West (Northern California),m2.4xlarge,$1.100 per Hour,391.28,1894,178.85,3959,2875,143.81,7569
SLES,US West (Northern California),m2.xlarge,$0.275 per Hour,97.82,473,44.53,987,719,35.77,1886
Windows,US West (Northern California),c1.xlarge,$0.592 per Hour,324.12,1620,149.65,3347,2524,128.48,6720
Windows with SQL Web,US West (Northern California),m1.medium,$0.095 per Hour,49.64,247,23.36,516,375,18.98,994
Linux,US West (Northern California),c1.medium,$0.148 per Hour,81.03,405,37.23,834,631,32.12,1680
Windows,US West (Northern California),m1.xlarge,$0.379 per Hour,198.56,987,92.71,2057,1501,74.46,3930
Windows,US West (Northern California),m2.2xlarge,$0.550 per Hour,195.64,947,89.06,1975,1438,71.54,3772
Windows with SQL Standard,US West (Northern California),m1.large,$0.190 per Hour,99.28,493,46.72,1032,750,37.23,1964
Linux,US West (Northern California),t1.micro,$0.025 per Hour,12.41,62,5.84,129,100,5.84,291
Windows with SQL Standard,US West (Northern California),t1.micro,$0.025 per Hour,12.41,62,5.84,129,100,5.84,291
Windows with SQL Web,US West (Northern California),m1.xlarge,$0.379 per Hour,198.56,987,92.71,2057,1501,74.46,3930
Windows,US West (Northern California),c1.medium,$0.148 per Hour,81.03,405,37.23,834,631,32.12,1680
Linux,US West (Northern California),m1.medium,$0.095 per Hour,49.64,247,23.36,516,375,18.98,994
Windows with SQL Web,US West (Northern California),m2.4xlarge,$1.100 per Hour,391.28,1894,178.85,3959,2875,143.81,7569
Windows with SQL Standard,US West (Northern California),c1.medium,$0.148 per Hour,81.03,405,37.23,834,631,32.12,1680
RHEL,US West (Northern California),m2.2xlarge,$0.550 per Hour,195.64,947,89.06,1975,1438,71.54,3772
Windows with SQL Standard,US West (Northern California),m1.small,$0.047 per Hour,24.82,123,11.68,257,188,9.49,497
Windows,US West (Northern California),m1.large,$0.190 per Hour,99.28,493,46.72,1032,750,37.23,1964
Windows with SQL Web,US West (Northern California),m1.small,$0.047 per Hour,24.82,123,11.68,257,188,9.49,497
Windows,US West (Northern California),m1.small,$0.047 per Hour,24.82,123,11.68,257,188,9.49,497
SLES,US West (Northern California),m2.2xlarge,$0.550 per Hour,195.64,947,89.06,1975,1438,71.54,3772
Windows with SQL Web,US West (Northern California),m2.2xlarge,$0.550 per Hour,195.64,947,89.06,1975,1438,71.54,3772
Windows,US West (Northern California),m2.xlarge,$0.275 per Hour,97.82,473,44.53,987,719,35.77,1886
RHEL,US West (Northern California),m2.4xlarge,$1.100 per Hour,391.28,1894,178.85,3959,2875,143.81,7569
Windows with SQL Standard,US West (Northern California),m2.4xlarge,$1.100 per Hour,391.28,1894,178.85,3959,2875,143.81,7569
Windows with SQL Standard,US West (Northern California),m2.xlarge,$0.275 per Hour,97.82,473,44.53,987,719,35.77,1886
Windows with SQL Web,US West (Northern California),t1.micro,$0.025 per Hour,12.41,62,5.84,129,100,5.84,291
SLES,US West (Northern California),m2.4xlarge,$1.100 per Hour,391.28,1894,178.85,3959,2875,143.81,7569
RHEL,US West (Northern California),m1.small,$0.047 per Hour,24.82,123,11.68,257,188,9.49,497
SLES,US West (Northern California),m1.small,$0.047 per Hour,24.82,123,11.68,257,188,9.49,497
SLES,US West (Northern California),m1.medium,$0.095 per Hour,49.64,247,23.36,516,375,18.98,994
RHEL,US West (Northern California),m2.xlarge,$0.275 per Hour,97.82,473,44.53,987,719,35.77,1886
RHEL,US West (Northern California),m1.large,$0.190 per Hour,99.28,493,46.72,1032,750,37.23,1964
Linux,US West (Northern California),m2.xlarge,$0.275 per Hour,97.82,473,44.53,987,719,35.77,1886
RHEL,US West (Northern California),c1.xlarge,$0.592 per Hour,324.12,1620,149.65,3347,2524,128.48,6720
Windows with SQL Web,US West (Northern California),c1.medium,$0.148 per Hour,81.03,405,37.23,834,631,32.12,1680
SLES,US West (Northern California),m1.large,$0.190 per Hour,99.28,493,46.72,1032,750,37.23,1964
SLES,US West (Northern California),c1.xlarge,$0.592 per Hour,324.12,1620,149.65,3347,2524,128.48,6720
Windows with SQL Standard,US West (Northern California),m1.medium,$0.095 per Hour,49.64,247,23.36,516,375,18.98,994
Windows with SQL Standard,US West (Northern California),c1.xlarge,$0.592 per Hour,324.12,1620,149.65,3347,2524,128.48,6720
Windows,US West (Northern California),t1.micro,$0.025 per Hour,12.41,62,5.84,129,100,5.84,291
Windows with SQL Web,US West (Northern California),m1.large,$0.190 per Hour,99.28,493,46.72,1032,750,37.23,1964
SLES,US West (Northern California),c1.medium,$0.148 per Hour,81.03,405,37.23,834,631,32.12,1680
Linux,US West (Northern California),m1.large,$0.190 per Hour,99.28,493,46.72,1032,750,37.23,1964
Linux,US West (Northern California),c1.xlarge,$0.592 per Hour,324.12,1620,149.65,3347,2524,128.48,6720
Linux,US West (Northern California),m2.2xlarge,$0.550 per Hour,195.64,947,89.06,1975,1438,71.54,3772
Windows,US West (Northern California),m2.4xlarge,$1.100 per Hour,391.28,1894,178.85,3959,2875,143.81,7569
RHEL,US West (Northern California),t1.micro,$0.025 per Hour,12.41,62,5.84,129,100,5.84,291
RHEL,US West (Northern California),m1.xlarge,$0.379 per Hour,198.56,987,92.71,2057,1501,74.46,3930
Windows with SQL Web,US West (Northern California),c1.xlarge,$0.592 per Hour,324.12,1620,149.65,3347,2524,128.48,6720
RHEL,US West (Northern California),m1.medium,$0.095 per Hour,49.64,247,23.36,516,375,18.98,994
Linux,US West (Northern California),m1.xlarge,$0.379 per Hour,198.56,987,92.71,2057,1501,74.46,3930
Windows with SQL Web,US West (Northern California),m2.xlarge,$0.275 per Hour,97.82,473,44.53,987,719,35.77,1886
Windows,US West (Oregon),m1.medium,$0.087 per Hour,40.88,247,14.6,413,375,12.41,772
RHEL,US West (Oregon),c1.medium,$0.130 per Hour,66.43,405,23.36,671,631,20.44,1284
SLES,US West (Oregon),cr1.8xlarge,$3.500 per Hour,1232.97,7220,452.6,12398,10880,357.7,22331
Windows with SQL Standard,US West (Oregon),m2.xlarge,$0.245 per Hour,81.03,473,29.93,815,719,23.36,1466
Windows with SQL Web,US West (Oregon),c1.xlarge,$0.520 per Hour,265.72,1620,94.9,2703,2524,81.76,5139
Linux,US West (Oregon),m1.xlarge,$0.350 per Hour,163.52,987,59.86,1671,1501,48.91,3066
RHEL,US West (Oregon),hi1.4xlarge,$3.100 per Hour,1239.54,7280,453.33,12465,10960,351.86,22209
Windows,US West (Oregon),cr1.8xlarge,$3.500 per Hour,1232.97,7220,452.6,12398,10880,357.7,22331
Windows with SQL Web,US West (Oregon),cr1.8xlarge,$3.500 per Hour,1232.97,7220,452.6,12398,10880,357.7,22331
RHEL,US West (Oregon),m1.large,$0.175 per Hour,81.76,493,29.93,835,750,24.82,1544
Windows with SQL Standard,US West (Oregon),m1.xlarge,$0.350 per Hour,163.52,987,59.86,1671,1501,48.91,3066
Windows with SQL Standard,US West (Oregon),c1.xlarge,$0.520 per Hour,265.72,1620,94.9,2703,2524,81.76,5139
SLES,US West (Oregon),c1.xlarge,$0.520 per Hour,265.72,1620,94.9,2703,2524,81.76,5139
Windows,US West (Oregon),m1.small,$0.044 per Hour,20.44,123,7.3,206,188,6.57,399
Windows with SQL Web,US West (Oregon),m2.xlarge,$0.245 per Hour,81.03,473,29.93,815,719,23.36,1466
Windows,US West (Oregon),m2.4xlarge,$0.980 per Hour,324.12,1894,118.99,3255,2875,92.71,5839
RHEL,US West (Oregon),cr1.8xlarge,$3.500 per Hour,1232.97,7220,452.6,12398,10880,357.7,22331
Windows with SQL Web,US West (Oregon),t1.micro,$0.020 per Hour,10.22,62,3.65,103,100,3.65,217
Windows with SQL Standard,US West (Oregon),m2.4xlarge,$0.980 per Hour,324.12,1894,118.99,3255,2875,92.71,5839
